Date,District,Header,Story,Source,Attack,Propaganda,Structural Discrimination,Material Damage,Reported status,year,type of incident,date_form
2015-08-30,Friedrichshain-Kreuzberg,Homophob motivierter Angriff,"Eine Veröffentlichung des genauen Vorfalls ist aufgrund von Daten-, Personenschutz oder auf Wunsch der betroffenen Personen nicht möglich. Detaillierte Informtaionen liegen dem Register Friedrichshain Kreuzberg vor.",ReachOut,physical,,,,,2015,physical attack,2015 Aug 30
2015-08-29,Friedrichshain-Kreuzberg,Homophob motivierter Angriff,"Eine Veröffentlichung des genauen Vorfalls ist aufgrund von Daten-, Personenschutz oder auf Wunsch der betroffenen Personen nicht möglich. Detaillierte Informtaionen liegen dem Register Friedrichshain Kreuzberg vor.",ReachOut,physical,,,,,2015,physical attack,2015 Aug 29
2015-08-28,Neukölln,Auf Karl-Marx-Straße mit Pfefferspray besprüht,Ein 27-jähriger Mann wird gegen 23.30 Uhr in der Karl-Marx-Straße aus homophober Motivation von einem unbekannten Radfahrer mit Pfefferspray besprüht.,ReachOut,,,,,,2015,,2015 Aug 28
2015-08-23,Mitte,Pfefferspray gegen Homosexuellen,Am 23. August griff eine Gruppe von Männern einen 50-jährigen Mann aus homophoben Gründen mit Pfefferspray an.,ReachOut e.V.,physical,,,,,2015,physical attack,2015 Aug 23
2015-08-09,Tempelhof-Schöneberg,Beleidigung aus transphober Motivation in der Kolonnenstr.,"Am 9. August um 17.30 Uhr pöbelte in der Kolonnenstr. Höhe Hohenfriedbergstr. ein junger Mann eine Person, die einen Rock trug, zweimal als ""Schwuchtel"" an und warf ihr gemeinsam mit seinem Begleiter verächtliche Blicke zu. ",Register Charlottenburg-Wilmersdorf,verbal,,,,,2015,verbal attack,2015 Aug 09
2015-08-05,Tempelhof-Schöneberg,Hakenkreuz an Bushaltestelle An der Urania,"An der Haltestelle An der Urania des M 19 Bus Richtung S Grunewald wurde auf die Blende des Wartehäuschens ein Hakenkreuz geschmiert. Dabei bestand offensichtlich ein Bezug zu dem Plakat des Bündnisses gegen Homophobie in der Vitrine, eine Akzeptanzkampagne für Regenbogenfamilien (""Bei uns geht's auch nicht anders zu""), da zusätzlich noch ein Spruch (""Wo kommen wir denn da hin"") dazugeschmiert wurde.",Register Tempelhof-Schöneberg,,,,,,2015,,2015 Aug 05
2015-07-31,Lichtenberg,"Hetze von ""Pro Deutschland"" auf Facebook","Die Kleinstpartei „Pro Deutschland“ veröffentlicht im Juli etliche Beiträge auf ihrer Facebook-Seite, die sich gegen Flüchtlinge, die lokale Politik und „Gender-Wahn“ richten. Sie schreiben unter anderem von „Lügenpresse“ und „Linksterroristen“. Einen Artikel über den „Lesben- und Schwulenverband Deutschland“ kommentieren sie mit „Gebt Pädos keine Chance!“",Lichtenberger Register,,yes,,,,2015,propaganda,2015 Jul 31
2015-07-24,Pankow,Homophober Angriff nach Fußballspiel,"Am Rande eines Fußballspiels in Prenzlauer Berg kam es am Abend zu einem Vorfall, bei dem ein homosexuelles Pärchen zunächst beleidigt und einer von ihnen anschließend schwer verletzt wurde. Nach bisherigen Erkenntnissen liefen die beiden 37 und 48 Jahre alten Männer gegen 18.25 Uhr Hand in Hand auf dem Gehweg der Schönhauser Allee. Hier kam ihnen eine Gruppe von rund 20 Personen entgegen, die teilweise Fankleidung trugen und auf dem Weg zu einem Fußballspiel im Friedrich-Ludwig-Jahn Stadion waren. Aus der Gruppe heraus wurde das Paar plötzlich von einem 28-Jährigen beleidigt. Kurz darauf schlug er dem 48-Jährigen mit der Faust mehrmals ins Gesicht, so dass dieser schwere Verletzungen erlitt. Sein Partner lief in der Zwischenzeit zu Polizeibeamten, die gerade in der Nähe einen Verkehrsunfall aufnahmen, und rief um Hilfe. Die Beamten eilten herbei, alarmierten die Feuerwehr und nahmen den 28-Jährigen vorläufig fest. Ein 37-jähriger Freund des Festgenommenen zog diesen daraufhin von den Polizisten weg und schubste die Beamten beiseite, woraufhin dem 28-Jährigen zunächst die Flucht gelang. Er konnte wenig später von Beamten einer Einsatzhundertschaft abermals festgenommen werden. Die Personengruppe setzte ihren Weg zunächst in Richtung Stadion fort, etwas später nahmen hinzugerufene Polizeibeamte auch den 37-Jährigen wegen Gefangenenbefreiung vorläufig fest. Beide Männer erhielten ein Stadionverbot und wurden nach Identitätsfeststellungen wieder entlassen. Die Polizei ermittelt nun wegen Körperverletzung, Beleidigung und Gefangenenbefreiung.Der verletzte 48-Jährige musste stationär in einem Krankenhaus aufgenommen werden. Seine Verletzungen machten eine Operation erforderlich.","TAZ, Tagesspiegel, Pressemitteilung der Polizei vom 25.07.2015",physical,,,,,2015,physical attack,2015 Jul 24
2015-07-20,Treptow-Köpenick,Rassistischer Brief an die SPD (2),"Das Abgeordnetenbüro von Tom Schreiber in Köpenick erhielt zum wiederholten Mal einen mehrseitigen Brief mit rassistischen, homophoben und antisemitischen Inhalten.","Abgeordnetenbüro Tom Schreiber, MdA",,,,,,2015,,2015 Jul 20
2015-07-14,Friedrichshain-Kreuzberg,Gruppe greift Menschen aus transphober Motivation an,"Am Kottbusser Tor wird gegen 22.35 Uhr eine 35-jährige Person aus einer Gruppe von 10 Personen transphob beleidigt und mit einem Gegenstand beworfen, der sie am Kopf trifft.",ReachOut,verbal,,,,,2015,verbal attack,2015 Jul 14
2015-07-14,Charlottenburg-Wilmersdorf,Treffen der Jungen Alternative im Europa-Center,"Am 14. Juli 2015 veranstaltete die „Junge Alternative Berlin“ ein Treffen im Restaurant Bavaria im Europacenter. Die „Junge Alternative“ ist die Jugendorganisation der Partei „Alternative für Deutschland“. Die „Junge Alternative Berlin“ vertritt in ihrem Grundsatzprogramm homophobe, transphobe, antifeministische, antikommunistische und nationalistische sowie wertkonservative Positionen.","Register CW, Facebook",,,,,,2015,,2015 Jul 14
2015-07-12,Mitte,Homophobie,"Am 12. Juli 2015 ereignete sich im Ortsteil Tiergarten ein homophober Angriff, zu dem die Berliner Polizei aus datenschutzrechtlichen Gründen keine näheren Angaben machte.",ReachOut,physical,,,,,2015,physical attack,2015 Jul 12
2015-07-11,Charlottenburg-Wilmersdorf,Antisemitischer Qudstag-Aufmarsch am Kurfürstendamm,"Am 11. Juli 2015 fand in Charlottenburg der antisemitische Qudstag-Aufmarsch statt. Die Demonstration ging von Adenauerplatz über Kurfürstendamm und Tauentzien zum Wittenbergplatz und wurde von der Qudstag-AG vorbereitet. Dabei kam es zu fortwährenden antisemitische Invektiven oder offener Juden-Feindlichlichkeit von Rednern des Quds-Marsches, verunglimpfenden Dämonisierungen Israels bzw. der israel-solidarischen Gegen-Demonstrant_innen, Positionen, die Israel in seiner jetzigen Verfassung als jüdischen Staat abschaffen wollen, Verherrlichung von Gewalt gegen Israel, Relativierung des Nationalsozialismus, Anfeindungen von Journalist_innen und Einschränkungen in der Ausübung ihrer Pressefreiheit, homophoben Anfeindungen gegenüber einer Person, die den Al-Quds-Marsch kritisch begleitete, Zeigen des Hitler-Grußes. Insgesamt waren moderner und israelbezogener Antisemitismus zu beobachten. Recherchestellen haben den Qudstag ausführlich analysiert.","RIAS Berlin, Jüdisches Forum für Demokratie und gegen Antisemitismus, Register CW",,,,,,2015,,2015 Jul 11
2015-07-11,Friedrichshain-Kreuzberg,Homohob motivierter Angriff,Ein 31-jähriger Mann und sein Freund werden auf dem U-Bahnhof Kottbusser Tor von zwei unbekannten Männern homophob beleidigt und er wird geschlagen.,ReachOut,physical,,,,,2015,physical attack,2015 Jul 11
2015-07-10,Friedrichshain-Kreuzberg,"Plakat der Ausstellung ""Homosexualität_en"" beschmiert","Auf einer Litfaßsäule am Kottbusser Tor wurde ein Hakenkreuz sowie das Wort „oxi“ (griechisch für Nein) auf ein Plakat geschmiert. Das Plakat bewirbt eine Ausstellung des Deutschen Historischen Museums und des Schwules Museum zum Thema ""Homosexualität_en"".",Register Friedrichshain-Kreuzberg,,,,,,2015,,2015 Jul 10
2015-07-07,Steglitz-Zehlendorf,Transsexuelles Paar angegriffen,"Gegen 17.20 Uhr wird ein transsexuelles Paar von einem heterosexuellen Paar transphob beleidigt und angegriffen. Die beiden 21- und 25-jährigen Personen sitzen in einem Lokal in der Kaiser-Wilhelm-Straße, als sie von einer 38-jährigen Frau und einem 33-jährigen Mann angesprochen, beleidigt und mit heißem Kaffee übergossen werden. Das Täterpaar flieht, kann aber mithilfe eines Zeugen von der Polizei ausfindig gemacht werden.",ReachOut,verbal,,,,,2015,verbal attack,2015 Jul 07
2015-07-01,Tempelhof-Schöneberg,Angriff und Beleidigung aus homophober Motivation,Am 01.07. wurde in der Potsdamer Str. in Schöneberg gegen 02.20 Uhr ein 40-jähriger Mann von einer unbekannten Frau homophob beleidigt und abgegriffen.,ReachOut,physical,,,,,2015,physical attack,2015 Jul 01
2015-06-30,Mitte,Beschädigung der Gedenktafeln am Magnus-Hirschfeld-Weg,"Erneut wurden die Gedenktafeln für die homosexuelle Emanzipationsbewegung beschädigt. Die zwei Infotafeln am Berliner Magnus-Hirschfeld-Weg gegenüber dem Bundeskanzleramt, die an den Sexualforscher und sein Institut erinnern, das an jener Stelle stand, sind in Verlauf der vergangenen Tage von Unbekannten beschädigt worden. Eine der beiden Tafeln wurde verbogen.",queer.de,,,,,,2015,,2015 Jun 30
2015-06-30,Lichtenberg,"Flüchtlingsfeindliche Beiträge auf der ""Pro Deutschland""-Seite","Der Lichtenberger Kreisverband der rechtspopulistischen Kleinspartei „Pro Deutschland“ veröffentlichte auf ihrer Facebookseite im Juni mehrere Artikel die sich gegen Migrant_innen und gegen Gender Mainstreaming richteten. Sie schrieben unter anderem von „Asyl-Wahn“ und „Asylmissbrauch“, oft im Zusammenhang mit „steigender Kriminalität“ im Bezirk, von „Genderschwachsinn“, „linken Schwachsinn“ und vom „Deutschenhass der Etablierten“ und unterschieden sich so auch im Detail nicht vom Vokabular der NPD.    ",Lichtenberger Register,,,,,,2015,,2015 Jun 30
2015-06-28,Mitte,Angriff auf gleichgeschechtliches Paar,"Am 28. Juni 2015 gegen 4.45 Uhr war ein gleichgeschlechtliches Paar in der Rheinsberger Straße (Ortsteil Mitte) unterwegs, als es von zwei Unbekannten unter einem Vorwand angesprochen und anschließend unvermittelt mit Faustschlägen und Tritten angegriffen wurde. Von einem der Täter veröffentlichte die Polizei am 29. Januar 2016 eine Phantomzeichnung.",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.439275.php,physical,,,,,2015,physical attack,2015 Jun 28
2015-06-27,Mitte,Homophober Angriff während des CSD ,"Polizeibeamte nahmen in Tiergarten am Rande des Christopher-Street-Days einen Mann wegen Beleidigung und Körperverletzungen vorübergehend fest. Nach Angaben von Zeugen ging gegen 21 Uhr ein 28-Jähriger auf der Straße des 17. Juni mit einem Ausruf des Erschreckens oder der Verwunderung auf eine Gruppe von Teilnehmern des Demonstrationszuges zu und schlug unvermittelt mit der flachen Hand einem 25-Jährigen ins Gesicht. Die Betroffenen berichteten weiter, dass der Angreifer einem 19-jährigen Begleiter ins Gesicht gespuckt hatte, als dieser zu schlichten versuchte. Schließlich beleidigte er die Gruppe homophob und entfernte sich. Polizisten gelang es wenig später, den Tatverdächten auf dem Platz des 18. März festzunehmen. Bei seiner Festnahme leistete er Widerstand, konnte jedoch von den Beamten überwältigt werden. Die Ermittlungen dauern an.",Polizei Berlin,physical,,,,,2015,physical attack,2015 Jun 27
2015-06-22,Marzahn-Hellersdorf, Demo gegen Unterkunft für Asylsuchende (23) ,"An der Kreuzung Landsberger Allee Ecke Blumberger Damm versammelten sich gegen 19 Uhr  knapp 30 Personen zur Kundgebung der rechten Bürgerbewegung Marzahn-Hellersdorf. Auf Grund der überschaubaren Teilnehmerzahlen fand nur eine zentrale Kundgebung statt. Die Teilnehmer trugen eine Vielzahl an Flaggen und Schildern, auf denen neben Rassismus vornehmlich gegen Geflüchtete auch gegen die gleichgeschlechtliche Ehe gehetzt wurde. Weiter trug ein Teilnehmer eine Flagge mit der sogenannten schwarzen Sonne, einem eindeutig auf den Nationalsozialismus zurück gehendes Symbol. Neben diesem wurde auch eine dem Kameradschaft Spektrum zu zuordnende Fahne getragen und diverse selbst gemalte Schilder. Auch die obligatorischen Reichsfahnen fehlten nicht.",Antifaschistisches Kollektiv M-H / Register ASH,,,,,,2015,,2015 Jun 22
2015-06-21,Tempelhof-Schöneberg,Angriff aus homophober Motivation,"Am 21.06. wurde eine 29-jährige Frau, die gegen 18.00 Uhr mit ihrer Begleitung das lesbisch-schwule Straßenfest in der Eisenacher Str. in Schöneberg besuchte, von einem unbekannten Mann homophob beleidigt und geschlagen.",ReachOut,physical,,,,,2015,physical attack,2015 Jun 21
2015-06-09,Charlottenburg-Wilmersdorf,Treffen der Jungen Alternative im Europa-Center,"Am 9. Juni 2015 veranstaltete die „Junge Alternative Berlin“ ein Treffen im Restaurant Bavaria im Europacenter. Die „Junge Alternative“ ist die Jugendorganisation der Partei „Alternative für Deutschland“. Die „Junge Alternative Berlin“ vertritt in ihrem Grundsatzprogramm homophobe, transphobe, antifeministische, antikommunistische und nationalistische sowie wertkonservative Positionen.","Register CW, Facebook",,,,,,2015,,2015 Jun 09
2015-06-06,Friedrichshain-Kreuzberg,Mann aus homophober Motivation ins Gesicht geschlagen,Ein 31-jähriger Mann wird gegen 0.20 Uhr in der Adalbertstraße aus homophober Motivation ins Gesicht geschlagen.,ReachOut,physical,,,,,2015,physical attack,2015 Jun 06
2015-06-03,Neukölln,Antisemitisch und homophob beleidigt und geschlagen,Gegen 13.00 Uhr wird eine Person in der Karl-Marx-Straße Ecke Reuterstraße von einem unbekannten Mann antisemitisch und homophob beleidigt und geschlagen.,Recherche- und Informationsstelle Antisemitismus (RIAS),verbal,,,,,2015,verbal attack,2015 Jun 03
2015-05-29,Friedrichshain-Kreuzberg,Gruppe schlägt Passanten aus homophober Motivation,"Am Abend wurden zwei Passanten aus homophoben Motiven angegriffen. Gegen 21. 30 Uhr liefen zwei Männer händchenhaltenden die Admiralstraße entlang. Dort trafen sie auf eine sechs- bis achtköpfige Gruppe, aus der heraus sie zunächst gemustert und dann homophob beleidigt wurden. Zwei Männer aus der Gruppe schlugen dann zunächst den einen Mann ins Gesicht, woraufhin dieser auf den Gehweg stürzte. Daraufhin attackierten sie den zweiten Mann. Sie schlugen und traten ihn und warfen eine Plastikflasche nach ihm. An diesem Angriff hatten sich auch die anderen Männer aus der Gruppe beteiligt. Im Anschluss ergriffen die Täter die Flucht.",Polizei,physical,,,,,2015,physical attack,2015 May 29
2015-05-28,Treptow-Köpenick,Rassistischer Brief an die SPD,"Das Abgeordnetenbüro von Tom Schreiber in Köpenick erhielt einen mehrseitigen Brief mit rassistischen, homophoben und antisemitischen Inhalten.","Abgeordnetenbüro Tom Schreiber, MdA",,,,,,2015,,2015 May 28
2015-05-25,Mitte,Bärgida Aufmarsch,"Am Pfingstmontag veranstaltete der Berliner Ableger von Pägida einen soganannten ""Abendspaziergang"", auf welchen ca. 220 Anhänger mit islamfeindlichen Parolen auf sich aufmerksam zu machen versuchten. Die Route verlief vom Bundeskanzleramt über das Brandenburger Tor bis zum Potsdamer Platz. Die Demonstranten bekundeten mit ihren Transparenten und Sprechchören einen Hass, der sich nicht nur gegen den Muslime sondern auch gegen Flüchtlinge und gegen Homosexuelle richtete und er eine klare rechtsradikale Grundeinstellung zum Ausdruck bringt.  Ein Demo-Teilnehmer zeigte mehreren Beamten der Bundespolizei den ""Stinkefinger"", die Polizei leitete ein Ermittlungsverfahren wegen Verstoß gegen § 185 StGB ein.",https://pegidaoffiziell.wordpress.com/pegida-deutschland/berlin/21-bargida/,,,,,,2015,,2015 May 25
2015-05-25,Mitte,Angriff auf dem U-Bahnhof Alexanderplatz,"Am 25. Mai wurde ein Mann gegen 1.45 Uhr von einem anderen Mann, der in einer Gruppe unterwegs war, homophob beleidigt und geschlagen.",ReachOut,physical,,,,,2015,physical attack,2015 May 25
2015-05-25,Mitte,Homophobie,"Am 25. Mai 2015 ereignete sich im Ortsteil Mitte ein Fall von Homophobie, zu dem die Berliner Polizei aus datenschutzrechtlichen Gründen keine näheren Angaben machte.",ReachOut,,,,,,2015,,2015 May 25
2015-05-18,Mitte,Schmierereien an den Gedenktafeln am Magnus-Hirschfeld-Ufer,"Am Magnus-Hirschfeld-Ufer gegenüber dem Bundeskanzleramt wurden erneut die beiden Gedenktafeln, mit denen an die weltweit erste homosexuelle Emanzipationsbewegung erinnert wird, beschädigt. Die Tafeln wurden auf der Vorder- und Rückseite mit Schriftzeichen und Symbolen beschmiert – darunter auch ein Penis. Der Lesben- und Schwulenverband Berlin-Brandenburg (LSVD) hat Anzeige gegen Unbekannt gestellt und den Berliner Senat um schnellstmögliche Schadensbehebung gebeten.
Bereits im vergangenen Jahr haben sich in Berlin die Sachbeschädigungen an Erinnerungsorten der homosexuellen Verfolgungsgeschichte sowie der homosexuellen Emanzipationsbewegung gehäuft. Hierzu zählen unter anderem die Beschädigung der Gedenktafel für die homosexuellen Opfer des Nationalsozialismus am U-Bahnhof Nollendorfplatz und mehrfache Beschädigungen der Ausstellung zu Karl Heinrich Ulrichs im Rathaus Schöneberg. Die Sichtscheibe des Denkmals für die im Nationalsozialismus verfolgten Homosexuellen im Tiergarten musste nach grober Gewaltanwendung vollständig ausgetauscht werden.",queer,,,,yes,,2015,vandalism,2015 May 18
2015-05-17,Mitte,Homophobe Beleidigung mit anschließenden Raub,"In Berlin-Moabit kam es in der Nacht zum Sonntag zu einem Raubüberfall mit homophobem Hintergrund. Die drei unbekannten Täter konnten flüchten. Bisherigen Erkenntnissen zufolge begaben sich zwei junge Männer gegen 1.40 Uhr von einer Feier in den Moabiter Stadtgarten in der Siemensstraße und trafen dort auf drei Männer. Das Trio soll die beiden 18-Jährigen zunächst homophob beschimpft und anschließend beraubt haben. Die Räuber schlugen ihre Opfer und flüchteten mit den Geldbörsen und Mobiltelefonen. Die Geschädigten erlitten Kopfverletzungen, die in einem Krankenhaus ambulant behandelt werden mussten. Der Polizeiliche Staatschutz beim Landeskriminalamt Berlin hat die Ermittlungen aufgenommen.","queer.de, Jüdisches Forum",verbal,,,,,2015,verbal attack,2015 May 17
